sourcePostId,sourceUrl,publishedAt,origin,brand,model,year,trim,mileage,engine,powerHp,consumption,transmission,drive,safety,interior,damage,vin,auctionDate,estimatedBidUsd,priceRub,customsRub,lot,calculationDate,photos,rawText
3316,https://t.me/AutoWorld_Georgia/3316,2026-08-02T11:30:28+00:00,США,на,,2008,Base 5-Door,9900ml,"2.0l, на 152HP",152.0,,CVT,полный AWD,"""",текстиль,"""кража, стекло""",JF1GUABC8S8250063,04.08.2026,,2300000,,45355003,02.08.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/main-1790168890575-main-1-97847b7c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/other-1790168891372-other-2-ab4089cd.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/other-1790168892156-other-3-a5fb2636.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/other-1790168892904-other-4-689805e5.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/other-1790168893560-other-5-fe015c60.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/other-1790168894268-other-6-984a8f8f.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/other-1790168895031-other-7-aac80d4d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/other-1790168895548-other-8-c69813e9.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/other-1790168896068-other-9-c52d2274.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3316/other-1790168896896-other-10-6d52e696.jpg,"👤
👤
👤
👤
👤
👤
👤
на 04.08
🌟
Subaru Impreza 02/25г.
✨
2️⃣
🤩
2️⃣
2️⃣
🔤
🔤
🔤
*
🔹
комплектация
Base 5-Door
🔹
Пробег:
9900ml
👍
🔹
Двигатель:
2.0l, на 152HP
🐎
💨
🔹
Коробка
: CVT
🔹
Привод:
полный AWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон текстиль
🛋
🔹
Повреждения ""кража, стекло""
📜
История автомобиля
👇
JF1GUABC8S8250063
⚖️
🛎
Торги 04.08.2026г.
+- 9500
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 2.3 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
650 тыс.руб.
🔎
👹
45355003
расчёт 02.08.2026г.
💵
81
https://max.ru/c/-71046904611051/AZ_CP9WCKO4"
3326,https://t.me/AutoWorld_Georgia/3326,2026-08-03T07:14:36+00:00,Грузия,,,,SEL PREMIUM,71200ml,"1,4l на 147HP",147.0,,АКПП-8,передний FWD,"""90% завод""",кожа с подогревом и,,3VWG57BU0KM207784,,,,,,03.08.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/main-1790168898017-main-1-c916d0f8.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/other-1790168898777-other-2-e86b35c3.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/other-1790168899537-other-3-d403df24.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/other-1790168900107-other-4-a6b6c395.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/other-1790168900853-other-5-23efb984.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/other-1790168901725-other-6-431229c7.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/other-1790168902292-other-7-891e9f17.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/other-1790168903087-other-8-8efda083.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/other-1790168903840-other-9-751e3364.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3326/other-1790168904335-other-10-8fade52b.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Volkswagen Jetta
05/19г.
🚗
✨
1️⃣
🤩
9️⃣
5️⃣
🔤
🔤
🔤
🔹
комплектация
SEL PREMIUM
🔹
Пробег:  71200ml
👍
🔹
Двигатель: 1,4l на 147HP
🐎
💨
🔹
Коробка: АКПП-8
🔹
Привод: передний FWD
🔹
Безопасность ""90% завод""
🔹
Салон кожа с подогревом и
🔤
вентиляцией
🛋
, панорама, эл. панель, акустика Bose, оригинальная led оптика, эл.привод сидений с памятью.
📜
История автомобиля
👇
3VWG57BU0KM207784
🔎
ГТ0108
расчёт 03.08.2026г.
💵
81"
3353,https://t.me/AutoWorld_Georgia/3353,2026-08-04T03:07:34+00:00,Грузия,,,,Premium,68500км,2.0l на 152HP,152.0,,CVT,полный,"""",текстиль,,JF2GTAEC3N8250759,,,,,,04.08.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3353/main-1790168905224-main-1-a87e5b45.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3353/other-1790168905690-other-2-f3dbf99b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3353/other-1790168906452-other-3-72bf300c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3353/other-1790168907226-other-4-c695f81c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3353/other-1790168907723-other-5-dc015e9c.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Subaru Crosstrek
03/22г.
🚗
✨
2️⃣
🤩
🔤
7️⃣
🔤
🔤
🔤
🔹
комплектация
Premium
🔹
Пробег:
68500км
👍
🔹
Двигатель:
2.0l на 152HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод: полный
AWD
🔹
Безопасность ""
90% завод
""
🔹
Салон текстиль
🛋
📜
История автомобиля
👇
JF2GTAEC3N8250759
🔎
67MA6149221
расчёт 04.08.2026г.
💵
82"
3357,https://t.me/AutoWorld_Georgia/3357,2026-08-04T03:30:36+00:00,Грузия,Opel,Astra,2023,,10000км,1.2l на 130HP,130.0,,CVT,передний,"""",текстиль,,,,,,,,04.08.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3357/main-1790168908485-main-1-9d8c99bb.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3357/other-1790168909249-other-2-03256350.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3357/other-1790168910029-other-3-8b81ce2e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3357/other-1790168910614-other-4-b7964fe6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3357/other-1790168911032-other-5-d08d8bca.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3357/other-1790168911449-other-6-11380e22.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3357/other-1790168911931-other-7-33ae942e.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Opel Astra 06/23г.
🚗
✨
2️⃣
🤩
2️⃣
7️⃣
🔤
🔤
🔤
🔹
Пробег:
10000км
👍
🔹
Двигатель:
1.2l на 130HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод: передний
FWD
🔹
Безопасность ""
завод
""
🔹
Салон текстиль
🛋
Автомобиль из Европы, полностью в заводском состоянии
🔎
63MA4382221
расчёт 04.08.2026г.
💵
82"
3373,https://t.me/AutoWorld_Georgia/3373,2026-08-04T12:53:31+00:00,Грузия,Chevrolet,TRAX,2023,2RS,109400км,1.2l на 139HP,139.0,,АКПП-6,передний,"""",кожа,й,,,,,,,04.08.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3373/main-1790168913030-main-1-87e15136.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3373/other-1790168913999-other-2-e5080c7b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3373/other-1790168914589-other-3-36738cb7.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3373/other-1790168915395-other-4-a3984b81.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3373/other-1790168916195-other-5-e3f12a5c.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3373/other-1790168916976-other-6-9ae6a56e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3373/other-1790168917455-other-7-ebadee14.jpg,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Chevrolet TRAX 05/23г.
🚗
✨
2️⃣
🤩
1️⃣
1️⃣
🔤
🔤
🔤
🔹
комплектация
2RS
🔹
Пробег:
109400км
👍
🔹
Двигатель:
1.2l на 139HP
🐎
💨
🔹
Коробка:
АКПП-6
🔹
Привод: передний
FWD
🔹
Безопасность ""
завод
""
🔹
Салон кожа
🛋
📜
История автомобиля
👇
КОРЕЯ без повреждений
🔺
🔎
ДПА
расчёт 04.08.2026г.
💵
82"
3385,https://t.me/AutoWorld_Georgia/3385,2026-08-12T11:33:08+00:00,США,Mercedes-Benz,GLE,2023,450E,67800ml,"гибрид 2.0l, на 381HP",381.0,4л/100км,АКПП-9,4Matic,"""",кожа,"""незначительные""",4JGFB4GB5RB053650,13.08.2026,,7350000,,57998146,12.08.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/main-1790168918202-main-1-9ae71602.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/other-1790168919026-other-2-d334b871.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/other-1790168919822-other-3-d7dfcba4.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/other-1790168920583-other-4-dacce44b.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/other-1790168921343-other-5-b2696ca7.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/other-1790168922094-other-6-629373f4.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/other-1790168922967-other-7-dacd8b62.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/other-1790168923743-other-8-bb3d693a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/other-1790168924317-other-9-66bec3c9.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3385/other-1790168925109-other-10-78a5ad03.jpg,"👤
👤
👤
👤
👤
👤
👤
на 13.08
🌟
Mercedes-Benz GLE 08/23г.
✨
7️⃣
🤩
2️⃣
5️⃣
🔤
🔤
🔤
*
🔹
комплектация
450E
🔹
Пробег:
67800ml
👍
🔹
Двигатель:
гибрид 2.0l, на 381HP
🐎
💨
🔹
Расход
: 4л/100км
🔺
🔹
Коробка
: АКПП-9
🔹
Привод:
4Matic
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа
🛋
🔹
Повреждения ""незначительные""
📜
История автомобиля
👇
4JGFB4GB5RB053650
⚖️
🛎
Торги 13.08.2026г.
BUY NOW
♦️
3⃣
7⃣
1⃣
1⃣
1⃣
😀
Цена
в России (
с ремонтом
) под
🔧
+- 7,35 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
3170 тыс.руб.
🔎
👾
57998146
расчёт 12.08.2026г.
💵
84
https://max.ru/c/-71046904611051/AZ_1xaJQKN8"
3395,https://t.me/AutoWorld_Georgia/3395,2026-08-12T12:32:35+00:00,США,K1500,,2023,LTZ,48500ml,"diesel 3.0l, на 305HP",305.0,,АКПП-10,полный AWD,"""",кожа,"""механические""",1GCUDGE80RZ204593,13.08.2026,,6500000,,64670046,12.08.2026,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/main-1790168926378-main-1-c31e5f9f.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/other-1790168927554-other-2-84d63363.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/other-1790168928699-other-3-6eaa54a3.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/other-1790168929616-other-4-35262da6.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/other-1790168930395-other-5-0f5dee3e.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/other-1790168931189-other-6-00f7c473.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/other-1790168931854-other-7-894f2d40.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/other-1790168932626-other-8-41437007.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/other-1790168933040-other-9-11c5a66a.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3395/other-1790168933482-other-10-be219c73.jpg,"👤
👤
👤
👤
👤
👤
👤
на 13.08
🌟
Chevrolet Silverado
,
K1500 11/23г.
✨
6️⃣
🤩
3️⃣
4️⃣
🔤
🔤
🔤
*
🔹
комплектация
LTZ
🔹
Пробег:
48500ml
👍
🔹
Двигатель:
diesel 3.0l, на 305HP
🐎
💨
🔹
Коробка
: АКПП-10
🔹
Привод:
полный AWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон кожа
🛋
🔹
Повреждения ""механические""
📜
История автомобиля
👇
1GCUDGE80RZ204593
⚖️
🛎
Торги 13.08.2026г.
BUY NOW
♦️
3⃣
6⃣
5⃣
1⃣
1⃣
😀
Цена
в России (
с ремонтом
) под
🔧
+- 6,5 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
2200 тыс.руб.
🔎
👾
64670046
расчёт 12.08.2026г.
💵
84
https://max.ru/c/-71046904611051/AZ_1-qetL4M"
3405,https://t.me/AutoWorld_Georgia/3405,2026-08-12T13:13:13+00:00,,https://bid.cars/ru/lot/,,2078,Premium,22300ml,"2.0l, на 152HP",152.0,,CVT,полный AWD,"""",,,JF2GUADC1R8888478,,,,,,,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-3405/main-1790168933959-main-1-7c3c09a1.jpg,"https://bid.cars/ru/lot/1-78554265/2024-Subaru-Crosstrek-JF2GUADC1R8888478
Друзья!
пришел мой аукционный SUBARU Crosstrek 09/24г.
🔹
комплектация
Premium
🔹
Пробег:
22300ml
👍
🔹
Двигатель:
2.0l, на 152HP
🐎
💨
🔹
Коробка
: CVT
🔹
Привод:
полный AWD
🔹
Безопасность: ""
завод
""
🛡
отдам ""под ключ"" с ремонтом
всего
2️⃣
🤩
3️⃣
5️⃣
🔤
🔤
🔤
(могу немного поторговаться)"
3406,https://t.me/AutoWorld_Georgia/3406,2026-08-13T13:26:22+00:00,Грузия,Chevrolet,TRAX,2023,RS,49200км,1.2l на 139HP,139.0,,АКПП-6,передний,"""",текстиль,,KL77LGE28RC068788,,,,,,13.08.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Chevrolet TRAX 06/23г.
🚗
✨
1️⃣
🤩
9️⃣
1️⃣
🔤
🔤
🔤
🔹
комплектация
RS
🔹
Пробег:
49200км
👍
🔹
Двигатель:
1.2l на 139HP
🐎
💨
🔹
Коробка:
АКПП-6
🔹
Привод: передний
FWD
🔹
Безопасность ""
завод
""
🔹
Салон текстиль
🛋
📜
История автомобиля
👇
KL77LGE28RC068788
🔎
28МА2920321
расчёт 13.08.2026г.
💵
84"
3416,https://t.me/AutoWorld_Georgia/3416,2026-08-13T13:52:00+00:00,Грузия,Chevrolet,Trailblazer,2023,ACTIV,73000км,1.3l на 155HP,155.0,,АКПП-9,полный,"""",кожа,,KL79MSSL4PB207923,,,,,,13.08.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Chevrolet Trailblazer 06/23г.
🚗
✨
2️⃣
🤩
🔤
8️⃣
🔤
🔤
🔤
🔹
комплектация
ACTIV
🔹
Пробег:
73000км
👍
🔹
Двигатель:
1.3l на 155HP
🐎
💨
🔹
Коробка:
АКПП-9
🔹
Привод: полный
AWD
🔹
Безопасность ""
восстановлены
шторки
""
🔹
Салон кожа
🛋
📜
История автомобиля
👇
KL79MSSL4PB207923
🔎
61МА2969221
расчёт 13.08.2026г.
💵
84"
3426,https://t.me/AutoWorld_Georgia/3426,2026-08-14T10:16:51+00:00,Грузия,Toyota,Prius,2022,Night Shade,50000км,1.8Hybr на 123HP,123.0,,CVT,передний,"""",текстиль,,JTDKAMFU8N3185122,,,,,,14.08.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Toyota Prius 09/22г.
🚗
✨
2️⃣
🤩
🔤
8️⃣
🔤
🔤
🔤
🔹
комплектация
Night Shade
🔹
Пробег:
50000км
👍
🔹
Двигатель:
1.8Hybr на 123HP
🐎
💨
🔹
Коробка:
CVT
🔹
Привод: передний
FWD
🔹
Безопасность ""
завод
""
🔹
Салон текстиль
🛋
📜
История автомобиля
👇
JTDKAMFU8N3185122
🔎
98МА4006221
расчёт 14.08.2026г.
💵
85"
3435,https://t.me/AutoWorld_Georgia/3435,2026-08-14T10:23:32+00:00,Грузия,,,,PRIME,0 км,2.0l на 156HP,156.0,,АКПП-6,полный,"""",Кожаный руль,,,,,,,,14.08.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Hyundai Tucson  2026г
.
🚗
✨
4️⃣
🤩
7️⃣
5️⃣
🔤
🔤
🔤
🔹
Пробег:
0 км
👍
🔹
Двигатель:
2.0l на 156HP
🐎
💨
🔹
Коробка:
АКПП-6
🔹
Привод: полный
AWD
🔹
Безопасность ""
завод
""
🔹
комплектация:
PRIME
- Проекционный дисплей
- Камеры 360
- Система слепых зон зоны
- R19 диски
- Matrix LED фары
- Выбор режима движения (Eco, Normal, Sport)
- Электрические регулируемые зеркала с подогревом
- Датчик дождя и света
- Задний спойлер
- Кожаный салон
- Кожаный руль
- Подогрев руля
- Подогрев передних сидений
- Подогрев задних сидений
- Вентиляция передних сидений
- Электропривод передних сидений
- 12,3 дюймовый сенсорный дисплей с навигацией
- Bluetooth, Android Auto, Apple CarPlay
- Камера заднего вида
- Передние/Задние парктроники
- Трехзонный климат-контроль
- Панорамный крыша
- Дистронник
- Круиз-контроль
- Система Start-Stop
- Бесключевой доступ
- Система удержания в полосе
Сборка ЧЕХИЯ!!!
📜
История автомобиля
👇
🔴
🟠
🔴
🔴
🔴
расчёт 14.08.2026г.
💵
85"
3446,https://t.me/AutoWorld_Georgia/3446,2026-08-15T11:33:57+00:00,Грузия,Nissan,Rogue,2021,SV,49000км,2.0l на 141HP,141.0,,CVT,передний FWD,"""завод""",текстиль,,JN1BJ1BV4MW322506,,,,,,15.08.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Nissan Rogue 11/21г.
🚗
✨
2️⃣
🤩
🔤
5️⃣
🔤
🔤
🔤
🔹
комплектация SV
🔹
Пробег:  49000км
👍
🔹
Двигатель: 2.0l на 141HP
🐎
💨
🔹
Коробка: CVT
🔹
Привод: передний FWD
🔹
Безопасность ""завод""
🔹
Салон текстиль
🛋
📜
История автомобиля
👇
JN1BJ1BV4MW322506
🔎
1408МПТ
расчёт 15.08.2026г.
💵
85"
3456,https://t.me/AutoWorld_Georgia/3456,2026-08-15T11:43:40+00:00,Грузия,Hyundai,Venue,2021,SЕ,77000км,"1,6l на 121HP",121.0,,CVT,передний FWD,"""90% завод""",текстиль,,KMHRB8A37NU149526,,,,,,15.08.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Hyundai Venue 10/21г.
🚗
✨
1️⃣
🤩
6️⃣
4️⃣
🔤
🔤
🔤
🔹
комплектация SЕ
🔹
Пробег:  77000км
👍
🔹
Двигатель: 1,6l на 121HP
🐎
💨
🔹
Коробка: CVT
🔹
Привод: передний FWD
🔹
Безопасность ""90% завод""
🔹
Салон текстиль
🛋
📜
История автомобиля
👇
KMHRB8A37NU149526
🔎
1408МПТ
расчёт 15.08.2026г.
💵
85"
3464,https://t.me/AutoWorld_Georgia/3464,2026-08-15T11:57:56+00:00,Грузия,Subaru,Crosstrek,2022,Premium,52000км,2.0l на 152HP,152.0,,CVT,полный AWD,""" завод""",комбинированный,,JF2GTAPC7NH287519,,,,,,15.08.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Subaru Crosstrek 06/22г.
🚗
✨
2️⃣
🤩
1️⃣
5️⃣
🔤
🔤
🔤
🔹
комплектация Premium
🔹
Пробег:  52000км
👍
🔹
Двигатель: 2.0l на 152HP
🐎
💨
🔹
Коробка: CVT
🔹
Привод: полный AWD
🔹
Безопасность "" завод""
🔹
Салон комбинированный
🛋
📜
История автомобиля
👇
JF2GTAPC7NH287519
🔎
1408МПТ
расчёт 15.08.2026г.
💵
85"
3474,https://t.me/AutoWorld_Georgia/3474,2026-08-15T13:45:28+00:00,Грузия,,,,GT-LINE Premium,0 км,2.0l на 156HP,156.0,,АКПП-8,полный,"""","кожа, алькантара",,,,,,,,15.08.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
KIA Sportage 2026г
.
🚗
✨
5️⃣
🤩
5️⃣
2️⃣
🔤
🔤
🔤
🔹
Пробег:
0 км
👍
🔹
Двигатель:
2.0l на 156HP
🐎
💨
🔹
Коробка:
АКПП-8
🔹
Привод: полный
AWD
🔹
Безопасность ""
завод
""
🔹
комплектация:
GT-LINE Premium
- Круговой обзор 360
- Премиальная аудиосистема HARMAN&KARDON
- Монитор слепых зон
- Система распознавания дорожных знаков
- Память положения сиденья
водителя
- Проекция на лобовом стекле
- Система предотвращения столкновения
- Бесключевой
доступ
- Бесключевая система Start&Stop
- Выбор режима езды: ЭКО, Стандарт, Спорт
- Многофункциональный кожаный руль
- 12.3’’ сенсорный большой дисплей
- Беспроводной CarPlay, AndroidAuto
- Русский язык
- Парктроники
- Диски R19’ с резиной Continental
- Комбинированный салон: кожа, алькантара
- Подогрев передних сидений
- Вентиляция передних сидений
- Подогрев заднего ряда
- Подогрев руля
- Двузонный климат-контроль
- Панорамная крыша
- Круиз-контроль
- Система удержания полосы
- Датчик давления в шинах
- LED фары
- LED дневные ходовые огни
- Подогрев боковых зеркал
- Беспроводная зарядка для телефона
- Электро-ручник с системой AUTO-HOLD
- Электронная приборная панель
Сборка СЛОВАКИЯ!!!
📜
История автомобиля
👇
🔴
🟠
🔴
🔴
🔴
расчёт 15.08.2026г.
💵
85"
3484,https://t.me/AutoWorld_Georgia/3484,2026-08-16T12:08:52+00:00,США,KIA,NIRO,2026,LX,3000ml,"1.6 гибрид , на 141HP",141.0,4.5л/100км,Робот-6,передний FWD,"""",текстиль,"""механическое""",KNDCP3LE1T5360306,17.08.2026,,2300000,,64192376,16.08.2026,,"👤
👤
👤
👤
👤
👤
👤
на 17.08
🌟
KIA NIRO 01/26г.
✨
2️⃣
🤩
1️⃣
5️⃣
🔤
🔤
🔤
*
🔹
комплектация
LX
🔹
Пробег:
3000ml
👍
🔹
Двигатель:
1.6 гибрид , на 141HP
🐎
💨
🔹
Расход
: 4.5л/100км
🔺
🔹
Коробка
: Робот-6
🔹
Привод:
передний FWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон текстиль
🛋
🔹
Повреждения ""механическое""
📜
История автомобиля
👇
KNDCP3LE1T5360306
⚖️
🛎
Торги 17.08.2026г.
+- 8000
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 2.3 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
555 тыс.руб.
🔎
👾
64192376
расчёт 16.08.2026г.
💵
85"
3494,https://t.me/AutoWorld_Georgia/3494,2026-08-16T13:34:17+00:00,США,Hyundai,Elantra,2023,BLUE,21800ml,"1.6 hybrid , на 139HP",139.0,4.5л/100км,Робот-6,передний FWD,"""",текстиль,"""спереди""",KMHLM4DJ6RU094124,17.08.2026,,2300000,,44709265,16.08.2026,,"👤
👤
👤
👤
👤
👤
👤
на 17.08
🌟
Hyundai Elantra 11/23г.
✨
2️⃣
🤩
🔤
8️⃣
🔤
🔤
🔤
*
🔹
комплектация
BLUE
🔹
Пробег:
21800ml
👍
🔹
Двигатель:
1.6 hybrid , на 139HP
🐎
💨
🔹
Расход
: 4.5л/100км
🔺
🔹
Коробка
: Робот-6
🔹
Привод:
передний FWD
🔹
Безопасность: ""
завод
""
🛡
🔹
Салон текстиль
🛋
🔹
Повреждения ""спереди""
📜
История автомобиля
👇
KMHLM4DJ6RU094124
⚖️
🛎
Торги 17.08.2026г.
+- 9000
😀
(расчетная ставка)
Цена в России (с ремонтом) под
🔧
+- 2.3 млн. руб.
*
стоимость автомобиля,
с учётом таможенных платежей
в размере
405 тыс.руб.
🔎
👹
44709265
расчёт 16.08.2026г.
💵
85"
3515,https://t.me/AutoWorld_Georgia/3515,2026-08-26T01:24:13+00:00,Грузия,Nissan,Kicks,2023,Sv Xtronic,59000км,"1,6l на 122HP",122.0,,CVT,передний FWD,""" 90% завод""",текстиль,,3N1CP5CV9PL499300,,,,,,25.08.2026,,"🤩
🤩
🤩
🤩
🤩
🤩
до
1⃣
6⃣
🤩
🌟
Nissan Kicks 01/23г.
🚗
✨
1️⃣
🤩
8️⃣
7️⃣
🔤
🔤
🔤
🔹
комплектация Sv Xtronic
🔹
Пробег:  59000км
👍
🔹
Двигатель: 1,6l на 122HP
🐎
💨
🔹
Коробка: CVT
🔹
Привод: передний FWD
🔹
Безопасность "" 90% завод""
🔹
Салон текстиль
🛋
📜
История автомобиля
👇
3N1CP5CV9PL499300
🔎
2408 Р
расчёт 25.08.2026г.
💵
85"
